time,fx_l,fy_l,fz_l,fx_r,fy_r,fz_r,success
3.45,2.254810740386269,-40.032308526217236,1.918529383760804,1.4000287538124998,-40.04826945084838,2.1786355085595686,1
3.46,1.8372767341627607,-39.87424644385793,1.4391739498833114,1.2554436233720885,-39.866697987632584,1.9888785617813736,1
3.47,1.5820629475140149,-39.687267840306156,1.2210472347955124,0.956069128147901,-39.68785645666616,1.5770878262254544,1
3.48,1.2934620168923971,-39.481772242685174,0.998226388117237,0.7181043229250232,-39.487444137934986,1.1753218561342116,1
3.49,1.0106502722489985,-39.25648278628114,0.6874120766478719,0.5170172928194086,-39.2586883942659,0.8387688853253465,1
3.5,0.7335339601916631,-39.005944450823186,0.3108125073616872,0.36018443971722097,-39.00671244636823,0.5274144004939125,1
3.51,0.4796703221837032,-38.73306834681043,-0.06645853263608126,0.23003751311251525,-38.736826883878166,0.17077493924066145,1
3.52,0.3174878996509799,-38.45028958454521,-0.3759576513407128,0.0524843592553037,-38.45311859550903,-0.29281588293316246,1
3.53,0.12586748234123946,-38.16679853515753,-0.7942930587697954,-0.05983335326264615,-38.17028351393676,-0.6704782107394156,1
3.54,-0.04559294722039288,-37.898463975652966,-1.187766713235995,-0.16423182800026673,-37.90194664791555,-1.074218674453188,1
3.55,-0.18148587125192056,-37.661850191589224,-1.5501346927665822,-0.27973415694405795,-37.66425526504219,-1.4874444869674532,1
3.56,-0.3172204591115327,-37.47267126680347,-1.9060844991678958,-0.36821765288382385,-37.47433428310236,-1.8652823942067571,1
3.57,-0.4306927255670965,-37.34592292901682,-2.2302252993714955,-0.44207779825552307,-37.34632041472842,-2.2181369473960033,1
3.58,-0.5177620767204318,-37.29218514286569,-2.516675207456088,-0.4899037159937395,-37.290805932247665,-2.5433379120991537,1
3.59,-0.5699178711544798,-37.31596691379045,-2.770002445299946,-0.5016734341662049,-37.31239444201084,-2.8342088297115824,1
3.6,-0.5793398586016185,-37.41461474738832,-2.9910882449474734,-0.4674321274014401,-37.40773475429304,-3.0932665354511286,1
3.61,-0.5352537868498803,-37.576253202146084,-3.1819408386672605,-0.3848129638171922,-37.56618643532719,-3.3260237647267767,1
3.62,-0.4569821456413592,-37.78031602832631,-3.3693944225110473,-0.22921186568730623,-37.77006792009924,-3.515718383514144,1
3.63,-0.2876606001072336,-38.00666688750493,-3.5038504309848757,-0.062024603911002174,-37.988495681319584,-3.7230237415203726,1
3.64,-0.0908673444469188,-38.220539327518885,-3.6477585099677983,0.165640171848477,-38.1975704487574,-3.8960299939858496,1
3.65,0.12631424138056113,-38.39257428749031,-3.800500264144247,0.4375196530314933,-38.36719903858,-4.044071547535801,1
3.66,0.35180576475012937,-38.491937713814686,-4.006598609611164,0.736633830200039,-38.47573320562772,-4.128524639714917,1
3.67,0.6640889280629914,-38.51911538027908,-4.068440137278052,0.9535607977243048,-38.484460615881,-4.349634053737626,1
3.68,0.8775545072928101,-38.43534438971056,-4.287926196885498,1.244973994607783,-38.41407170620659,-4.404865789725742,1
3.69,1.1224044894456642,-38.26656789276806,-4.424588355748141,1.4571707771647253,-38.24441272740315,-4.531059506791183,1
3.7,1.3418918621219165,-38.01979978193139,-4.554273038337305,1.6312785695358505,-37.998580641466624,-4.646138524894076,1
3.71,1.5312892975715722,-37.72162314633481,-4.664580034847335,1.7653517091869722,-37.70133553990185,-4.753987849687815,1
3.72,1.694427170546272,-37.4056993076915,-4.746659998077676,1.857530370761764,-37.38477752396377,-4.852717900550244,1
3.73,1.8116962289070915,-37.10289724776777,-4.832466290189675,1.93614759910221,-37.088431739374386,-4.897271230763387,1
3.74,1.9062744172715695,-36.85021952948205,-4.87134556742784,1.9904677293831399,-36.8389696902941,-4.922853450131916,1
3.75,1.9796421400242667,-36.669902416940914,-4.860726220831068,2.0315184453475874,-36.660134716812166,-4.914804187976852,1
3.76,2.016353834193043,-36.57012287445517,-4.817447794620245,2.083628677665366,-36.56359237075696,-4.838578552589597,1
3.77,2.041606496343186,-36.549798631937065,-4.687551617090144,2.1239598708512966,-36.540092253461374,-4.732364585262524,1
3.78,2.042857936462607,-36.58673321291398,-4.498873352216706,2.159799082901035,-36.573007000280064,-4.55772249116269,1
3.79,2.0171077151495926,-36.651034013716455,-4.2394245462018425,2.18263184020135,-36.63202324810886,-4.32483087792788,1
3.8,1.9543004134011022,-36.70574428199357,-3.9388216262643674,2.188287345831477,-36.683801457511066,-4.014398833837287,1
3.81,1.8591783669936484,-36.71943097860595,-3.5758001327437987,2.160328040725086,-36.69233780155004,-3.6724796027199043,1
3.82,1.7300124653724593,-36.66463382018945,-3.1793831119330287,2.0968941445199785,-36.63216331968191,-3.31029948611037,1
3.83,1.5711514020276316,-36.52460991783995,-2.7975398110193286,2.0025097506838647,-36.489508742518616,-2.9348680613434053,1
3.84,1.4004704718596708,-36.29756154637639,-2.4376382723866086,1.8821863074018674,-36.26073867231793,-2.606000640118933,1
3.85,1.234269504734967,-35.99104074432138,-2.1661083577923725,1.7546752255073939,-35.95534972054281,-2.3322611198227556,1
3.86,1.1702791649163684,-35.627322711580625,-1.8860050226937262,1.5642821348526101,-35.58423321026822,-2.2868931543401625,1
3.87,1.0201201023454622,-35.21397317888198,-1.9847609594455609,1.5410079683362878,-35.18154466885852,-2.1513188548037303,1
3.88,1.079276363528616,-34.79035122483436,-2.0451118628112237,1.4229340539753723,-34.75199846235469,-2.3933397031577273,1
3.89,1.1535870900709053,-34.36165903096195,-2.416770999985716,1.4234491692313778,-34.333785372541406,-2.6832569218891336,1
3.9,1.3213364335963595,-33.95801260565913,-2.97855614993415,1.4657431116905173,-33.94006909313831,-3.1201645965975526,1
3.91,1.5852081843942376,-33.59566554235304,-3.6927529537463624,1.530660375155918,-33.601109258953954,-3.6689531382518306,1
3.92,1.9470048339607706,-33.29814164417556,-4.484405000519997,1.5845683825517478,-33.34736045179891,-4.278432884955588,1
3.93,2.293520277082771,-33.08692565524536,-5.352487048076231,1.6979222973169432,-33.22120915954965,-4.775993318023065,1
3.94,2.801273431900278,-33.01927788562323,-5.958707736387263,1.6456880539883607,-33.23752275922231,-5.294155913740026,1
3.95,3.0532861882956253,-33.1048607028933,-6.562452678103714,1.7955512937500526,-33.4598219029296,-5.360020355287713,1
3.96,3.335639116291717,-33.42610413164564,-6.6953951124081765,1.8159304696369591,-33.86703280021719,-5.251150103898784,1
3.97,3.490681065010529,-34.004111175792225,-6.383463827008285,1.8266371092290385,-34.47108949093343,-4.8061082743724075,1
3.98,3.753537007664147,-34.88807171236544,-5.0998448321220256,1.5654827094488795,-35.21105268886924,-4.500322546048071,1
3.99,3.3169935375196458,-35.89364441008282,-4.326720676661388,1.8253554197886677,-36.203009318252654,-2.903850709277658,1
4.0,2.967394853800189,-37.08075019122091,-2.7132003580613477,1.8182595998534814,-37.25949149420266,-1.5284947200121102,1
4.01,2.5342175361682187,-38.28987988609178,-0.8534668525483593,1.7237636919094013,-38.36171564387917,-0.03666344921930298,1
4.02,2.092395861774489,-39.39839078953015,1.1441099589054926,1.4838337722619066,-39.423420405163455,1.3590713262385004,1
4.03,1.4639078596599409,-40.32159922242444,2.7401920045271235,1.2991543761164919,-40.318478468828395,2.8585911566636417,1
4.04,0.8357027258512644,-40.96199933493988,4.0748333272418895,1.011536697006071,-40.96344470535377,4.0160677428508,1
4.05,0.25850823078043916,-41.26104720302297,5.061721545912942,0.6078988420140179,-41.29410694455121,4.693204012526557,1
4.06,-0.40994351849937694,-41.22979966621083,5.351275388432845,0.2803798044643191,-41.25362470320051,5.12837430771769,1
4.07,-0.8555531701056487,-40.834892613895846,5.451150740021894,-0.22207604654838664,-40.912032760882774,4.8262279169349735,1
4.08,-1.4203558494865458,-40.20463986607393,4.789041136728635,-0.485427569862261,-40.251525265398215,4.481999539291846,1
4.09,-1.7521350029362068,-39.36278389015014,3.999748165001485,-0.7904811030147691,-39.41242520918408,3.66326747396091,1
4.1,-1.8133308284001939,-38.41476519020023,3.197473963031122,-1.1170633284474187,-38.479975280992015,2.497008805099795,1
4.11,-1.9331377275504142,-37.48294170747508,1.9800690754775616,-1.104569539107716,-37.52137930842093,1.624919213035952,1
4.12,-1.7812254145418596,-36.621638806524885,0.9250753158175284,-1.0863773619775843,-36.64768365869748,0.6749717619966216,1
4.13,-1.4928557574288828,-35.90133196886186,0.009518817204212882,-0.9662068698355741,-35.914158154353174,-0.1780224169741158,1
4.14,-1.1176997921339646,-35.35851521589994,-0.7417305641953278,-0.7634509222890753,-35.36321982601799,-0.8673271145392204,1
4.15,-0.6871145741935648,-35.011782652722395,-1.2702936361513244,-0.5341269408496708,-35.008162056390674,-1.4156450491401484,1
4.16,-0.32082269949748987,-34.85048272404961,-1.691568026633834,-0.24899052590623816,-34.84912639757979,-1.7166865534655193,1
4.17,0.0,0.0,0.0,0.0,0.0,0.0,0
4.18,0.0,0.0,0.0,0.0,0.0,0.0,0
4.19,0.0,0.0,0.0,0.0,0.0,0.0,0
4.2,0.0,0.0,0.0,0.0,0.0,0.0,0
4.21,0.0,0.0,0.0,0.0,0.0,0.0,0
4.22,0.0,0.0,0.0,0.0,0.0,0.0,0
4.23,0.0,0.0,0.0,0.0,0.0,0.0,0
4.24,0.0,0.0,0.0,0.0,0.0,0.0,0
4.25,0.0,0.0,0.0,0.0,0.0,0.0,0
4.26,0.0,0.0,0.0,0.0,0.0,0.0,0
4.27,0.0,0.0,0.0,0.0,0.0,0.0,0
4.28,0.0,0.0,0.0,0.0,0.0,0.0,0
4.29,0.0,0.0,0.0,0.0,0.0,0.0,0
4.3,0.0,0.0,0.0,0.0,0.0,0.0,0
4.31,0.0,0.0,0.0,0.0,0.0,0.0,0
4.32,0.0,0.0,0.0,0.0,0.0,0.0,0
4.33,0.0,0.0,0.0,0.0,0.0,0.0,0
4.34,0.0,0.0,0.0,0.0,0.0,0.0,0
4.35,0.0,0.0,0.0,0.0,0.0,0.0,0
4.36,0.0,0.0,0.0,0.0,0.0,0.0,0
4.37,0.0,0.0,0.0,0.0,0.0,0.0,0
4.38,0.0,0.0,0.0,0.0,0.0,0.0,0
4.39,0.0,0.0,0.0,0.0,0.0,0.0,0
4.4,0.0,0.0,0.0,0.0,0.0,0.0,0
4.41,0.0,0.0,0.0,0.0,0.0,0.0,0
4.42,0.0,0.0,0.0,0.0,0.0,0.0,0
4.43,0.0,0.0,0.0,0.0,0.0,0.0,0
4.44,0.0,0.0,0.0,0.0,0.0,0.0,0
4.45,0.0,0.0,0.0,0.0,0.0,0.0,0
4.46,0.0,0.0,0.0,0.0,0.0,0.0,0
4.47,0.0,0.0,0.0,0.0,0.0,0.0,0
4.48,0.0,0.0,0.0,0.0,0.0,0.0,0
4.49,0.0,0.0,0.0,0.0,0.0,0.0,0
4.5,0.0,0.0,0.0,0.0,0.0,0.0,0
4.51,0.0,0.0,0.0,0.0,0.0,0.0,0
4.52,0.0,0.0,0.0,0.0,0.0,0.0,0
4.53,0.0,0.0,0.0,0.0,0.0,0.0,0
4.54,0.0,0.0,0.0,0.0,0.0,0.0,0
4.55,0.0,0.0,0.0,0.0,0.0,0.0,0
4.56,0.0,0.0,0.0,0.0,0.0,0.0,0
4.57,0.0,0.0,0.0,0.0,0.0,0.0,0
4.58,0.0,0.0,0.0,0.0,0.0,0.0,0
4.59,0.0,0.0,0.0,0.0,0.0,0.0,0
4.6,0.0,0.0,0.0,0.0,0.0,0.0,0
4.61,0.0,0.0,0.0,0.0,0.0,0.0,0
4.62,0.0,0.0,0.0,0.0,0.0,0.0,0
4.63,0.0,0.0,0.0,0.0,0.0,0.0,0
4.64,0.0,0.0,0.0,0.0,0.0,0.0,0
4.65,0.0,0.0,0.0,0.0,0.0,0.0,0
4.66,0.0,0.0,0.0,0.0,0.0,0.0,0
4.67,0.0,0.0,0.0,0.0,0.0,0.0,0
4.68,0.0,0.0,0.0,0.0,0.0,0.0,0
4.69,0.0,0.0,0.0,0.0,0.0,0.0,0
4.7,0.0,0.0,0.0,0.0,0.0,0.0,0
4.71,0.0,0.0,0.0,0.0,0.0,0.0,0
4.72,0.0,0.0,0.0,0.0,0.0,0.0,0
4.73,0.0,0.0,0.0,0.0,0.0,0.0,0
4.74,0.0,0.0,0.0,0.0,0.0,0.0,0
4.75,0.0,0.0,0.0,0.0,0.0,0.0,0
4.76,0.0,0.0,0.0,0.0,0.0,0.0,0
4.77,0.0,0.0,0.0,0.0,0.0,0.0,0
4.78,0.0,0.0,0.0,0.0,0.0,0.0,0
4.79,0.0,0.0,0.0,0.0,0.0,0.0,0
4.8,0.0,0.0,0.0,0.0,0.0,0.0,0
4.81,0.0,0.0,0.0,0.0,0.0,0.0,0
4.82,0.0,0.0,0.0,0.0,0.0,0.0,0
4.83,0.0,0.0,0.0,0.0,0.0,0.0,0
4.84,0.0,0.0,0.0,0.0,0.0,0.0,0
4.85,0.0,0.0,0.0,0.0,0.0,0.0,0
4.86,0.0,0.0,0.0,0.0,0.0,0.0,0
4.87,0.0,0.0,0.0,0.0,0.0,0.0,0
4.88,0.0,0.0,0.0,0.0,0.0,0.0,0
4.89,0.0,0.0,0.0,0.0,0.0,0.0,0
4.9,0.0,0.0,0.0,0.0,0.0,0.0,0
4.91,0.0,0.0,0.0,0.0,0.0,0.0,0
4.92,0.0,0.0,0.0,0.0,0.0,0.0,0
4.93,0.0,0.0,0.0,0.0,0.0,0.0,0
4.94,0.0,0.0,0.0,0.0,0.0,0.0,0
4.95,0.0,0.0,0.0,0.0,0.0,0.0,0
4.96,0.0,0.0,0.0,0.0,0.0,0.0,0
4.97,0.0,0.0,0.0,0.0,0.0,0.0,0
4.98,0.0,0.0,0.0,0.0,0.0,0.0,0
4.99,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.01,0.0,0.0,0.0,0.0,0.0,0.0,0
5.02,0.0,0.0,0.0,0.0,0.0,0.0,0
5.03,0.0,0.0,0.0,0.0,0.0,0.0,0
5.04,0.0,0.0,0.0,0.0,0.0,0.0,0
5.05,0.0,0.0,0.0,0.0,0.0,0.0,0
5.06,0.0,0.0,0.0,0.0,0.0,0.0,0
5.07,0.0,0.0,0.0,0.0,0.0,0.0,0
5.08,0.0,0.0,0.0,0.0,0.0,0.0,0
5.09,0.0,0.0,0.0,0.0,0.0,0.0,0
5.1,0.0,0.0,0.0,0.0,0.0,0.0,0
5.11,0.0,0.0,0.0,0.0,0.0,0.0,0
5.12,0.0,0.0,0.0,0.0,0.0,0.0,0
5.13,0.0,0.0,0.0,0.0,0.0,0.0,0
5.14,0.0,0.0,0.0,0.0,0.0,0.0,0
5.15,0.0,0.0,0.0,0.0,0.0,0.0,0
5.16,0.0,0.0,0.0,0.0,0.0,0.0,0
5.17,0.0,0.0,0.0,0.0,0.0,0.0,0
5.18,0.0,0.0,0.0,0.0,0.0,0.0,0
5.19,0.0,0.0,0.0,0.0,0.0,0.0,0
5.2,0.0,0.0,0.0,0.0,0.0,0.0,0
5.21,0.0,0.0,0.0,0.0,0.0,0.0,0
5.22,0.0,0.0,0.0,0.0,0.0,0.0,0
5.23,0.0,0.0,0.0,0.0,0.0,0.0,0
5.24,0.0,0.0,0.0,0.0,0.0,0.0,0
5.25,0.0,0.0,0.0,0.0,0.0,0.0,0
5.26,0.0,0.0,0.0,0.0,0.0,0.0,0
5.27,0.0,0.0,0.0,0.0,0.0,0.0,0
5.28,0.0,0.0,0.0,0.0,0.0,0.0,0
5.29,0.0,0.0,0.0,0.0,0.0,0.0,0
5.3,0.0,0.0,0.0,0.0,0.0,0.0,0
5.31,0.0,0.0,0.0,0.0,0.0,0.0,0
5.32,0.0,0.0,0.0,0.0,0.0,0.0,0
5.33,0.0,0.0,0.0,0.0,0.0,0.0,0
5.34,0.0,0.0,0.0,0.0,0.0,0.0,0
5.35,0.0,0.0,0.0,0.0,0.0,0.0,0
5.36,0.0,0.0,0.0,0.0,0.0,0.0,0
5.37,0.0,0.0,0.0,0.0,0.0,0.0,0
5.38,0.0,0.0,0.0,0.0,0.0,0.0,0
5.39,0.0,0.0,0.0,0.0,0.0,0.0,0
5.4,0.0,0.0,0.0,0.0,0.0,0.0,0
5.41,0.0,0.0,0.0,0.0,0.0,0.0,0
5.42,0.0,0.0,0.0,0.0,0.0,0.0,0
5.43,0.0,0.0,0.0,0.0,0.0,0.0,0
5.44,0.0,0.0,0.0,0.0,0.0,0.0,0
5.45,0.0,0.0,0.0,0.0,0.0,0.0,0
5.46,0.0,0.0,0.0,0.0,0.0,0.0,0
5.47,0.0,0.0,0.0,0.0,0.0,0.0,0
5.48,0.0,0.0,0.0,0.0,0.0,0.0,0
5.49,0.0,0.0,0.0,0.0,0.0,0.0,0
5.5,0.0,0.0,0.0,0.0,0.0,0.0,0
5.51,0.0,0.0,0.0,0.0,0.0,0.0,0
5.52,0.0,0.0,0.0,0.0,0.0,0.0,0
5.53,0.0,0.0,0.0,0.0,0.0,0.0,0
5.54,0.0,0.0,0.0,0.0,0.0,0.0,0
5.55,0.0,0.0,0.0,0.0,0.0,0.0,0
5.56,0.0,0.0,0.0,0.0,0.0,0.0,0
5.57,0.0,0.0,0.0,0.0,0.0,0.0,0
5.58,0.0,0.0,0.0,0.0,0.0,0.0,0
5.59,0.0,0.0,0.0,0.0,0.0,0.0,0
5.6,0.0,0.0,0.0,0.0,0.0,0.0,0
5.61,0.0,0.0,0.0,0.0,0.0,0.0,0
5.62,0.0,0.0,0.0,0.0,0.0,0.0,0
5.63,0.0,0.0,0.0,0.0,0.0,0.0,0
5.64,0.0,0.0,0.0,0.0,0.0,0.0,0
5.65,0.0,0.0,0.0,0.0,0.0,0.0,0
5.66,0.0,0.0,0.0,0.0,0.0,0.0,0
5.67,0.0,0.0,0.0,0.0,0.0,0.0,0
5.68,0.0,0.0,0.0,0.0,0.0,0.0,0
5.69,0.0,0.0,0.0,0.0,0.0,0.0,0
5.7,0.0,0.0,0.0,0.0,0.0,0.0,0
5.71,0.0,0.0,0.0,0.0,0.0,0.0,0
5.72,0.0,0.0,0.0,0.0,0.0,0.0,0
5.73,0.0,0.0,0.0,0.0,0.0,0.0,0
5.74,0.0,0.0,0.0,0.0,0.0,0.0,0
5.75,0.0,0.0,0.0,0.0,0.0,0.0,0
5.76,0.0,0.0,0.0,0.0,0.0,0.0,0
5.77,0.0,0.0,0.0,0.0,0.0,0.0,0
5.78,0.0,0.0,0.0,0.0,0.0,0.0,0
5.79,0.0,0.0,0.0,0.0,0.0,0.0,0
5.8,0.0,0.0,0.0,0.0,0.0,0.0,0
5.81,0.0,0.0,0.0,0.0,0.0,0.0,0
5.82,0.0,0.0,0.0,0.0,0.0,0.0,0
5.83,0.0,0.0,0.0,0.0,0.0,0.0,0
5.84,0.0,0.0,0.0,0.0,0.0,0.0,0
5.85,0.0,0.0,0.0,0.0,0.0,0.0,0
5.86,0.0,0.0,0.0,0.0,0.0,0.0,0
5.87,0.0,0.0,0.0,0.0,0.0,0.0,0
5.88,0.0,0.0,0.0,0.0,0.0,0.0,0
5.89,0.0,0.0,0.0,0.0,0.0,0.0,0
5.9,0.0,0.0,0.0,0.0,0.0,0.0,0
5.91,0.0,0.0,0.0,0.0,0.0,0.0,0
5.92,0.0,0.0,0.0,0.0,0.0,0.0,0
5.93,0.0,0.0,0.0,0.0,0.0,0.0,0
5.94,0.0,0.0,0.0,0.0,0.0,0.0,0
5.95,0.0,0.0,0.0,0.0,0.0,0.0,0
5.96,0.0,0.0,0.0,0.0,0.0,0.0,0
5.97,0.0,0.0,0.0,0.0,0.0,0.0,0
5.98,0.0,0.0,0.0,0.0,0.0,0.0,0
5.99,0.0,0.0,0.0,0.0,0.0,0.0,0
